#separator:tab
#html:true
#tags column:3
What is a StorageClass used for?	Defines a provisioner + parameters for <b>dynamic</b> PV provisioning. A PVC referencing it gets a PV created on demand. Mark one default with the <code>storageclass.kubernetes.io/is-default-class</code> annotation.	storage
What volumeBindingMode delays PV binding until a pod is scheduled?	<code>WaitForFirstConsumer</code> (vs <code>Immediate</code>). Useful for topology-aware provisioning so the volume lands in the right zone.	storage
What does SHUR-R mean for Deployment rollout verbs?	<b>S</b>et image, <b>H</b>istory, <b>U</b>ndo (rollback), <b>R</b>estart, <b>R</b>ollout status. The core <code>kubectl rollout</code> / <code>set</code> operations.	workloads
How do you roll back a Deployment to the previous revision?	<code>kubectl rollout undo deployment/&lt;name&gt;</code>. Add <code>--to-revision=N</code> to target a specific one (see with <code>rollout history</code>).	workloads
How do you trigger a rolling restart of a Deployment without changing the image?	<code>kubectl rollout restart deployment/&lt;name&gt;</code>. Patches a pod-template annotation so pods recycle.	workloads
How do you scale a Deployment imperatively?	<code>kubectl scale deployment/&lt;name&gt; --replicas=N</code>. Use <code>--current-replicas=M</code> to make it conditional.	workloads
What are the maxSurge and maxUnavailable defaults for a RollingUpdate?	Both default to <b>25%</b>. maxSurge = extra pods above desired allowed; maxUnavailable = pods that can be down during the update.	workloads
What controller runs a pod on every (matching) node?	A <b>DaemonSet</b>. Great for node-level agents (logging, CNI, monitoring). It tolerates control-plane taints if configured.	workloads
What is the difference between a Job and a CronJob?	A <b>Job</b> runs pods to successful completion N times. A <b>CronJob</b> creates Jobs on a cron schedule. Watch <code>concurrencyPolicy</code> and <code>startingDeadlineSeconds</code>.	workloads
How do you expose a Deployment as a Service imperatively?	<code>kubectl expose deployment &lt;name&gt; --port=80 --target-port=8080 --type=ClusterIP</code>. Also creates the selector from the Deployment labels.	workloads networking
What does NATTS-P summarize for scheduling levers?	<b>N</b>odeSelector, <b>A</b>ffinity (node/pod), <b>T</b>aints, <b>T</b>olerations, <b>S</b>pread (topology spread constraints), <b>P</b>riority/Preemption. The knobs for where pods land.	scheduling
What is the difference between nodeSelector and node affinity?	<code>nodeSelector</code> is a simple exact label match (hard). Node <b>affinity</b> supports required vs preferred rules and set-based operators (In, NotIn, Exists).	scheduling
What do the taint effects NoSchedule, PreferNoSchedule, NoExecute do (NoS/NoE/NoX)?	<b>NoSchedule</b>: no new pods without matching toleration. <b>PreferNoSchedule</b>: soft avoid. <b>NoExecute</b>: also evicts running pods lacking a toleration.	scheduling
How do you add a taint to a node?	<code>kubectl taint nodes &lt;node&gt; key=value:NoSchedule</code>. Remove it with a trailing dash: <code>kubectl taint nodes &lt;node&gt; key=value:NoSchedule-</code>.	scheduling
What is a topology spread constraint for?	Evenly distributing pods across failure domains (zones, nodes) via <code>topologyKey</code> + <code>maxSkew</code>. Controls balance, not just placement.	scheduling
How do you cordon, drain, and uncordon a node?	<code>kubectl cordon &lt;node&gt;</code> (mark unschedulable), <code>kubectl drain &lt;node&gt; --ignore-daemonsets --delete-emptydir-data</code> (evict), <code>kubectl uncordon &lt;node&gt;</code> (re-enable).	scheduling cluster-arch
What does the CNL-E mnemonic cover for Service types?	<b>C</b>lusterIP (internal, default), <b>N</b>odePort (port on every node), <b>L</b>oadBalancer (external LB), <b>E</b>xternalName (CNAME to external DNS). ClusterIP&rarr;NodePort&rarr;LB build on each other.	networking
What is a ClusterIP Service?	The default type: a stable virtual IP reachable only inside the cluster. Backs Service discovery for pods.	networking
What NodePort range does Kubernetes use by default?	<b>30000-32767</b>. A NodePort Service opens that port on every node and forwards to the ClusterIP.	networking
What does a Kubernetes Service selector do?	Matches pod labels to build the Endpoints/EndpointSlice list of backends. No selector means you manage Endpoints manually.	networking
What does GC&rarr;G&rarr;R describe in the Gateway API?	<b>GatewayClass</b> (implementation) &rarr; <b>Gateway</b> (listener/infra) &rarr; <b>Route</b> (HTTPRoute etc. attaching to the Gateway). The Gateway API layering.	networking
How is Ingress different from a Service?	A Service does L4 (TCP/UDP) load balancing; <b>Ingress</b> does L7 HTTP routing (host/path rules) and needs an Ingress controller to work.	networking
What is the default pod-to-pod network policy behavior?	<b>Allow all</b> until a NetworkPolicy selects a pod; then that pod is default-deny for the selected direction (ingress/egress) except what policies permit.	networking
How do you create a default-deny-all ingress NetworkPolicy?	A NetworkPolicy with <code>podSelector: {}</code>, <code>policyTypes: [Ingress]</code>, and no ingress rules. It selects all pods and permits nothing inbound.	networking
What CoreDNS Service name resolves inside the cluster for a Service?	<code>&lt;svc&gt;.&lt;namespace&gt;.svc.cluster.local</code>. Pods get a search domain so <code>&lt;svc&gt;</code> or <code>&lt;svc&gt;.&lt;ns&gt;</code> often resolves too.	networking troubleshooting
Which kubectl command shows why a pod is Pending?	<code>kubectl describe pod &lt;name&gt;</code> and read the Events at the bottom (insufficient CPU/mem, unschedulable, unbound PVC, taints).	troubleshooting
What does CJK stand for when the API server is down?	<b>c</b>rictl (inspect containers), <b>j</b>ournalctl (read service logs), <b>k</b>ubelet (check the node agent). The on-node toolkit when kubectl can't reach the API.	troubleshooting cluster-arch
Where do static pod manifests live and what watches them?	<code>/etc/kubernetes/manifests/</code>, watched by the <b>kubelet</b>. Control-plane components run as static pods created from here.	troubleshooting cluster-arch
How do you check kubelet status and logs on a node?	<code>systemctl status kubelet</code> and <code>journalctl -u kubelet -f</code>. The kubelet is a systemd service, not a pod.	troubleshooting cluster-arch
How do you inspect a running container with crictl when kubectl is unavailable?	<code>crictl ps</code> to list, <code>crictl logs &lt;id&gt;</code> for logs, <code>crictl inspect &lt;id&gt;</code> for details. Uses the CRI socket directly.	troubleshooting cluster-arch
What does CrashLoopBackOff mean and how do you diagnose it?	The container repeatedly starts and exits; kubelet backs off restarts. Check <code>kubectl logs &lt;pod&gt; --previous</code> and describe for the exit code/reason.	troubleshooting
How do you read logs from the previous crashed container instance?	<code>kubectl logs &lt;pod&gt; --previous</code> (or <code>-p</code>). Essential for CrashLoopBackOff where the current container is gone.	troubleshooting
What does ImagePullBackOff usually indicate?	Kubelet can't pull the image: wrong name/tag, private registry without imagePullSecret, or registry unreachable. Confirm via <code>describe pod</code> events.	troubleshooting
How do you check control-plane component health quickly?	<code>kubectl get pods -n kube-system</code> for static pods, plus <code>kubectl get componentstatuses</code> (deprecated) or hit <code>/healthz</code> / <code>/readyz</code> on the API server.	troubleshooting cluster-arch
What does DUCK-U describe for a kubeadm upgrade?	<b>D</b>rain, <b>U</b>pgrade kubeadm, <b>C</b>ontrol-plane plan/apply (<code>kubeadm upgrade apply</code>), <b>K</b>ubelet+kubectl upgrade, <b>U</b>ncordon. Order matters: one node at a time.	cluster-arch
In a kubeadm upgrade, what is upgraded before the kubelet?	The <b>kubeadm</b> binary, then <code>kubeadm upgrade apply &lt;ver&gt;</code> (control plane) or <code>kubeadm upgrade node</code> (workers). Only then bump kubelet + kubectl and restart kubelet.	cluster-arch
What command upgrades the control plane with kubeadm?	<code>kubeadm upgrade plan</code> to preview, then <code>sudo kubeadm upgrade apply v1.XX.Y</code> on the first control-plane node.	cluster-arch
How do you back up etcd with etcdctl?	<code>ETCDCTL_API=3 etcdctl snapshot save snap.db</code> with <code>--endpoints</code>, <code>--cacert</code>, <code>--cert</code>, <code>--key</code>. Verify with <code>etcdctl snapshot status snap.db</code>.	cluster-arch
How do you restore an etcd snapshot?	<code>etcdctl snapshot restore snap.db --data-dir &lt;newdir&gt;</code>, then point etcd's static pod manifest at the new data dir and restart. Do it with the API server stopped.	cluster-arch
Where is the etcd static pod manifest and its data directory?	Manifest: <code>/etc/kubernetes/manifests/etcd.yaml</code>. Default data dir: <code>/var/lib/etcd</code>. Certs under <code>/etc/kubernetes/pki/etcd</code>.	cluster-arch
How do you generate a kubeadm join command for a new node?	<code>kubeadm token create --print-join-command</code> on a control-plane node. Prints the full <code>kubeadm join</code> with token and CA cert hash.	cluster-arch
What are the four RBAC objects?	<b>Role</b> and <b>ClusterRole</b> (permissions), <b>RoleBinding</b> and <b>ClusterRoleBinding</b> (grant them to subjects). Role/RoleBinding are namespaced; ClusterRole/ClusterRoleBinding are cluster-wide.	rbac cluster-arch
What is the difference between a Role and a ClusterRole?	A <b>Role</b> grants permissions within a single namespace. A <b>ClusterRole</b> is cluster-scoped and can also cover cluster resources (nodes) and be reused across namespaces via RoleBindings.	rbac
How do you test whether a subject can perform an action (RBAC)?	<code>kubectl auth can-i &lt;verb&gt; &lt;resource&gt;</code>, optionally <code>--as &lt;user&gt;</code> and <code>-n &lt;ns&gt;</code> to impersonate and scope. Returns yes/no.	rbac troubleshooting
How do you create a Role and bind it to a ServiceAccount imperatively?	<code>kubectl create role r --verb=get,list --resource=pods</code> then <code>kubectl create rolebinding rb --role=r --serviceaccount=ns:sa</code>.	rbac
What is a ServiceAccount and how do pods use it?	A namespaced identity for pods. Pods reference it via <code>spec.serviceAccountName</code>; a projected token is mounted for API auth. Defaults to the namespace's <code>default</code> SA.	rbac cluster-arch
What does Kustomize do and what is its entry file?	Template-free YAML customization via <code>kustomization.yaml</code>: bases, overlays, patches, name prefixes, common labels. Apply with <code>kubectl apply -k &lt;dir&gt;</code>.	kustomize
How do you preview Kustomize output without applying it?	<code>kubectl kustomize &lt;dir&gt;</code> renders the merged manifests to stdout. Use <code>kubectl apply -k</code> to actually apply.	kustomize
What is a Helm chart and what command installs one?	A packaged set of templated Kubernetes manifests + values. Install with <code>helm install &lt;release&gt; &lt;chart&gt;</code>; override with <code>--set key=val</code> or <code>-f values.yaml</code>.	helm
How do you see what Helm will render or upgrade a release?	<code>helm template &lt;chart&gt;</code> (render locally) or <code>helm upgrade &lt;release&gt; &lt;chart&gt;</code> to change a running release. <code>helm list</code> shows installed releases.	helm
What is the fastest way to generate a resource YAML skeleton?	Imperative + dry-run: <code>kubectl create deploy web --image=nginx $do &gt; deploy.yaml</code> (with <code>do="--dry-run=client -o yaml"</code>). Edit, then <code>kubectl apply -f</code>.	exam-strategy workloads
What is the exam-day non-negotiable before submitting each task?	<b>Verify</b>: re-run get/describe against the correct context and namespace to confirm the change actually took effect. Never assume a command succeeded.	exam-strategy
