#separator:tab
#html:true
#tags column:3
What is a StorageClass used for?	Defines a provisioner + parameters for <b>dynamic</b> PV provisioning. A PVC referencing it gets a PV created on demand. Mark one default with the <code>storageclass.kubernetes.io/is-default-class</code> annotation.	storage
What volumeBindingMode delays PV binding until a pod is scheduled?	<code>WaitForFirstConsumer</code> (vs <code>Immediate</code>). Useful for topology-aware provisioning so the volume lands in the right zone.	storage
What does SHUR-R mean for Deployment rollout verbs?	<b>S</b>et image, <b>H</b>istory, <b>U</b>ndo (rollback), <b>R</b>estart, <b>R</b>ollout status. The core <code>kubectl rollout</code> / <code>set</code> operations.	workloads
How do you roll back a Deployment to the previous revision?	<code>kubectl rollout undo deployment/&lt;name&gt;</code>. Add <code>--to-revision=N</code> to target a specific one (see with <code>rollout history</code>).	workloads
How do you trigger a rolling restart of a Deployment without changing the image?	<code>kubectl rollout restart deployment/&lt;name&gt;</code>. Patches a pod-template annotation so pods recycle.	workloads
How do you scale a Deployment imperatively?	<code>kubectl scale deployment/&lt;name&gt; --replicas=N</code>. Use <code>--current-replicas=M</code> to make it conditional.	workloads
What are the maxSurge and maxUnavailable defaults for a RollingUpdate?	Both default to <b>25%</b>. maxSurge = extra pods above desired allowed; maxUnavailable = pods that can be down during the update.	workloads
What controller runs a pod on every (matching) node?	A <b>DaemonSet</b>. Great for node-level agents (logging, CNI, monitoring). It tolerates control-plane taints if configured.	workloads
What is the difference between a Job and a CronJob?	A <b>Job</b> runs pods to successful completion N times. A <b>CronJob</b> creates Jobs on a cron schedule. Watch <code>concurrencyPolicy</code> and <code>startingDeadlineSeconds</code>.	workloads
How do you expose a Deployment as a Service imperatively?	<code>kubectl expose deployment &lt;name&gt; --port=80 --target-port=8080 --type=ClusterIP</code>. Also creates the selector from the Deployment labels.	workloads networking
What does NATTS-P summarize for scheduling levers?	<b>N</b>odeSelector, <b>A</b>ffinity (node/pod), <b>T</b>aints, <b>T</b>olerations, <b>S</b>pread (topology spread constraints), <b>P</b>riority/Preemption. The knobs for where pods land.	scheduling
What is the difference between nodeSelector and node affinity?	<code>nodeSelector</code> is a simple exact label match (hard). Node <b>affinity</b> supports required vs preferred rules and set-based operators (In, NotIn, Exists).	scheduling
What do the taint effects NoSchedule, PreferNoSchedule, NoExecute do (NoS/NoE/NoX)?	<b>NoSchedule</b>: no new pods without matching toleration. <b>PreferNoSchedule</b>: soft avoid. <b>NoExecute</b>: also evicts running pods lacking a toleration.	scheduling
How do you add a taint to a node?	<code>kubectl taint nodes &lt;node&gt; key=value:NoSchedule</code>. Remove it with a trailing dash: <code>kubectl taint nodes &lt;node&gt; key=value:NoSchedule-</code>.	scheduling
What is a topology spread constraint for?	Evenly distributing pods across failure domains (zones, nodes) via <code>topologyKey</code> + <code>maxSkew</code>. Controls balance, not just placement.	scheduling
How do you cordon, drain, and uncordon a node?	<pre><code># 1. stop new pods landing (safe, reversible)<br>kubectl cordon node1<br><br># 2. evict existing pods for maintenance<br>kubectl drain node1 --ignore-daemonsets --delete-emptydir-data<br>#   --ignore-daemonsets : DaemonSet pods can't be evicted anyway<br>#   --delete-emptydir-data : required if any pod uses emptyDir<br>#   --force : also removes bare pods not backed by a controller<br><br># 3. bring it back into rotation<br>kubectl uncordon node1</code></pre>Drain respects PodDisruptionBudgets and can block if eviction would violate one.	scheduling cluster-arch
What does the CNL-E mnemonic cover for Service types?	<b>C</b>lusterIP (internal, default), <b>N</b>odePort (port on every node), <b>L</b>oadBalancer (external LB), <b>E</b>xternalName (CNAME to external DNS). ClusterIP&rarr;NodePort&rarr;LB build on each other.	networking
What is a ClusterIP Service?	The default type: a stable virtual IP reachable only inside the cluster. Backs Service discovery for pods.	networking
What NodePort range does Kubernetes use by default?	<b>30000-32767</b>. A NodePort Service opens that port on every node and forwards to the ClusterIP.	networking
What does a Kubernetes Service selector do?	Matches pod labels to build the Endpoints/EndpointSlice list of backends. No selector means you manage Endpoints manually.	networking
What does GC&rarr;G&rarr;R describe in the Gateway API?	<b>GatewayClass</b> (implementation) &rarr; <b>Gateway</b> (listener/infra) &rarr; <b>Route</b> (HTTPRoute etc. attaching to the Gateway). The Gateway API layering.	networking
How is Ingress different from a Service?	A Service does L4 (TCP/UDP) load balancing; <b>Ingress</b> does L7 HTTP routing (host/path rules) and needs an Ingress controller to work.	networking
What is the default pod-to-pod network policy behavior?	<b>Allow all</b> until a NetworkPolicy selects a pod; then that pod is default-deny for the selected direction (ingress/egress) except what policies permit.	networking
How do you create a default-deny-all ingress NetworkPolicy?	A NetworkPolicy with <code>podSelector: {}</code>, <code>policyTypes: [Ingress]</code>, and no ingress rules. It selects all pods and permits nothing inbound.	networking
What CoreDNS Service name resolves inside the cluster for a Service?	<code>&lt;svc&gt;.&lt;namespace&gt;.svc.cluster.local</code>. Pods get a search domain so <code>&lt;svc&gt;</code> or <code>&lt;svc&gt;.&lt;ns&gt;</code> often resolves too.	networking troubleshooting
Which kubectl command shows why a pod is Pending?	<code>kubectl describe pod &lt;name&gt;</code> and read the Events at the bottom (insufficient CPU/mem, unschedulable, unbound PVC, taints).	troubleshooting
What does CJK stand for when the API server is down?	<b>c</b>rictl (inspect containers) &rarr; <b>j</b>ournalctl (service logs) &rarr; <b>k</b>ubelet (the node agent). The on-node toolkit when <code>kubectl</code> can't reach the API. SSH to the control-plane node, then:<pre><code># is the kubelet even up?<br>sudo systemctl status kubelet<br>sudo journalctl -u kubelet -f<br><br># inspect the static-pod containers directly via the CRI<br>sudo crictl ps -a            # find apiserver/etcd containers<br>sudo crictl logs &lt;container-id&gt;<br><br># the usual culprit: a bad edit in the manifest<br>sudo less /etc/kubernetes/manifests/kube-apiserver.yaml</code></pre>Fix the manifest; the kubelet auto-recreates the static pod within seconds.	troubleshooting cluster-arch
Where do static pod manifests live and what watches them?	<code>/etc/kubernetes/manifests/</code>, watched by the <b>kubelet</b>. Control-plane components run as static pods created from here.	troubleshooting cluster-arch
How do you check kubelet status and logs on a node?	<code>systemctl status kubelet</code> and <code>journalctl -u kubelet -f</code>. The kubelet is a systemd service, not a pod.	troubleshooting cluster-arch
How do you inspect a running container with crictl when kubectl is unavailable?	<code>crictl ps</code> to list, <code>crictl logs &lt;id&gt;</code> for logs, <code>crictl inspect &lt;id&gt;</code> for details. Uses the CRI socket directly.	troubleshooting cluster-arch
What does CrashLoopBackOff mean and how do you diagnose it?	The container repeatedly starts and exits; kubelet backs off restarts. Check <code>kubectl logs &lt;pod&gt; --previous</code> and describe for the exit code/reason.	troubleshooting
How do you read logs from the previous crashed container instance?	<code>kubectl logs &lt;pod&gt; --previous</code> (or <code>-p</code>). Essential for CrashLoopBackOff where the current container is gone.	troubleshooting
What does ImagePullBackOff usually indicate?	Kubelet can't pull the image: wrong name/tag, private registry without imagePullSecret, or registry unreachable. Confirm via <code>describe pod</code> events.	troubleshooting
How do you check control-plane component health quickly?	<code>kubectl get pods -n kube-system</code> for static pods, plus <code>kubectl get componentstatuses</code> (deprecated) or hit <code>/healthz</code> / <code>/readyz</code> on the API server.	troubleshooting cluster-arch
What does DUCK-U describe for a kubeadm upgrade?	<b>D</b>rain &rarr; <b>U</b>pgrade kubeadm &rarr; <b>C</b>ontrol-plane apply &rarr; <b>K</b>ubelet+kubectl &rarr; <b>U</b>ncordon. One node at a time; control plane before workers.<br>Control-plane node:<pre><code>kubectl drain cp1 --ignore-daemonsets<br>sudo apt-mark unhold kubeadm && sudo apt-get install -y kubeadm=1.34.1-1.1 && sudo apt-mark hold kubeadm<br>sudo kubeadm upgrade plan<br>sudo kubeadm upgrade apply v1.34.1<br>sudo apt-mark unhold kubelet kubectl && sudo apt-get install -y kubelet=1.34.1-1.1 kubectl=1.34.1-1.1 && sudo apt-mark hold kubelet kubectl<br>sudo systemctl daemon-reload && sudo systemctl restart kubelet<br>kubectl uncordon cp1</code></pre>Workers are the same but use <code>sudo kubeadm upgrade node</code> instead of <code>apply</code>, and drain/uncordon from a control-plane node.	cluster-arch
In a kubeadm upgrade, what is upgraded before the kubelet?	The <b>kubeadm</b> binary, then <code>kubeadm upgrade apply &lt;ver&gt;</code> (control plane) or <code>kubeadm upgrade node</code> (workers). Only then bump kubelet + kubectl and restart kubelet.	cluster-arch
What command upgrades the control plane with kubeadm?	<code>kubeadm upgrade plan</code> to preview, then <code>sudo kubeadm upgrade apply v1.XX.Y</code> on the first control-plane node.	cluster-arch
How do you back up etcd with etcdctl?	Snapshot with API v3, pointing at etcd's endpoint and its PKI certs:<pre><code>sudo ETCDCTL_API=3 etcdctl snapshot save /opt/snap.db \<br>  --endpoints=https://127.0.0.1:2379 \<br>  --cacert=/etc/kubernetes/pki/etcd/ca.crt \<br>  --cert=/etc/kubernetes/pki/etcd/server.crt \<br>  --key=/etc/kubernetes/pki/etcd/server.key<br><br># confirm it's a real snapshot<br>sudo ETCDCTL_API=3 etcdctl snapshot status /opt/snap.db --write-out=table</code></pre>Top failure under pressure: forgetting <code>ETCDCTL_API=3</code> or the three cert flags.	cluster-arch
How do you restore an etcd snapshot?	Restore to a NEW data dir, then repoint etcd's static pod at it:<pre><code># 1. restore into a fresh directory<br>sudo ETCDCTL_API=3 etcdctl snapshot restore /opt/snap.db \<br>  --data-dir /var/lib/etcd-restore<br><br># 2. edit the static pod manifest<br>sudo vi /etc/kubernetes/manifests/etcd.yaml<br>#    - volume hostPath path        -> /var/lib/etcd-restore<br>#    - --data-dir flag (if present) -> /var/lib/etcd-restore<br><br># 3. kubelet recreates etcd; watch it come back<br>sudo crictl ps | grep etcd</code></pre>Gotcha: restore does NOT reuse the live data dir - you must point the manifest at the new one.	cluster-arch
Where is the etcd static pod manifest and its data directory?	Manifest: <code>/etc/kubernetes/manifests/etcd.yaml</code>. Default data dir: <code>/var/lib/etcd</code>. Certs under <code>/etc/kubernetes/pki/etcd</code>.	cluster-arch
How do you generate a kubeadm join command for a new node?	<code>kubeadm token create --print-join-command</code> on a control-plane node. Prints the full <code>kubeadm join</code> with token and CA cert hash.	cluster-arch
What are the four RBAC objects?	<b>Role</b> and <b>ClusterRole</b> (permissions), <b>RoleBinding</b> and <b>ClusterRoleBinding</b> (grant them to subjects). Role/RoleBinding are namespaced; ClusterRole/ClusterRoleBinding are cluster-wide.	rbac cluster-arch
What is the difference between a Role and a ClusterRole?	A <b>Role</b> grants permissions within a single namespace. A <b>ClusterRole</b> is cluster-scoped and can also cover cluster resources (nodes) and be reused across namespaces via RoleBindings.	rbac
How do you test whether a subject can perform an action (RBAC)?	<code>kubectl auth can-i &lt;verb&gt; &lt;resource&gt;</code>, optionally <code>--as &lt;user&gt;</code> and <code>-n &lt;ns&gt;</code> to impersonate and scope. Returns yes/no.	rbac troubleshooting
How do you create a Role and bind it to a ServiceAccount imperatively?	<code>kubectl create role r --verb=get,list --resource=pods</code> then <code>kubectl create rolebinding rb --role=r --serviceaccount=ns:sa</code>.	rbac
What is a ServiceAccount and how do pods use it?	A namespaced identity for pods. Pods reference it via <code>spec.serviceAccountName</code>; a projected token is mounted for API auth. Defaults to the namespace's <code>default</code> SA.	rbac cluster-arch
What does Kustomize do and what is its entry file?	Template-free YAML customization via <code>kustomization.yaml</code>: bases, overlays, patches, name prefixes, common labels. Apply with <code>kubectl apply -k &lt;dir&gt;</code>.	kustomize
How do you preview Kustomize output without applying it?	<code>kubectl kustomize &lt;dir&gt;</code> renders the merged manifests to stdout. Use <code>kubectl apply -k</code> to actually apply.	kustomize
What is a Helm chart and what command installs one?	A packaged set of templated Kubernetes manifests + values. Install with <code>helm install &lt;release&gt; &lt;chart&gt;</code>; override with <code>--set key=val</code> or <code>-f values.yaml</code>.	helm
How do you see what Helm will render or upgrade a release?	<code>helm template &lt;chart&gt;</code> (render locally) or <code>helm upgrade &lt;release&gt; &lt;chart&gt;</code> to change a running release. <code>helm list</code> shows installed releases.	helm
What is the fastest way to generate a resource YAML skeleton?	Imperative + dry-run: <code>kubectl create deploy web --image=nginx $do &gt; deploy.yaml</code> (with <code>do="--dry-run=client -o yaml"</code>). Edit, then <code>kubectl apply -f</code>.	exam-strategy workloads
What is the exam-day non-negotiable before submitting each task?	<b>Verify</b>: re-run get/describe against the correct context and namespace to confirm the change actually took effect. Never assume a command succeeded.	exam-strategy
How does an HTTPRoute attach to a Gateway and reach a Service?	Via <code>parentRefs</code> (names the Gateway it binds to) and <code>backendRefs</code> (the target Service(s) + port). <code>backendRefs</code> can be weighted for canary/traffic splitting - something plain Ingress can't do.	networking gateway-api
What is the role-oriented ownership model of the Gateway API?	Three tiers: <b>GatewayClass</b> (infra provider), <b>Gateway</b> (cluster operator owns listeners/ports), <b>HTTPRoute</b> (app developer owns routing rules). Separation Ingress lacked - it crammed everything into annotations.	networking gateway-api
Migrating Ingress to Gateway API: what maps to what?	Ingress controller -> <b>GatewayClass</b> + <b>Gateway</b> (listeners). Ingress host/path rules -> <b>HTTPRoute</b> (<code>hostnames</code>, <code>matches</code>, <code>backendRefs</code>). Gateway API is a set of CRDs, so <code>kubectl get gateway,httproute</code> only works once they're installed.	networking gateway-api
Why might <code>kubectl get gateway</code> return "the server doesn't have a resource type"?	Gateway API is not built in - it's installed as CRDs. If the CRDs aren't applied, the types don't exist yet. Install them (e.g. from the gateway-api release manifests) before creating Gateways/HTTPRoutes.	networking gateway-api troubleshooting
How long do kubeadm-generated certificates last, and how do you renew them?	Client certs expire after <b>1 year</b>. Renew, then restart the control-plane static pods so they load the new certs:<pre><code>sudo kubeadm certs check-expiration     # see what's expiring<br>sudo kubeadm certs renew all            # regenerate in /etc/kubernetes/pki<br><br># force static pods to reload: move manifests out and back<br>sudo mv /etc/kubernetes/manifests /etc/kubernetes/manifests.bak<br>sleep 20<br>sudo mv /etc/kubernetes/manifests.bak /etc/kubernetes/manifests<br><br># refresh your admin kubeconfig too if it expired<br>sudo cp /etc/kubernetes/admin.conf $HOME/.kube/config</code></pre>Renewing alone isn't enough - the running apiserver/etcd keep the OLD certs until restarted.	cluster-arch troubleshooting
How do you check certificate expiration on a control-plane node?	<code>kubeadm certs check-expiration</code> lists every cert and its expiry. On the exam, an "expired apiserver cert" scenario means kubectl fails while workloads keep running - diagnose offline via the files in /etc/kubernetes/pki.	cluster-arch troubleshooting
Do worker node kubelet certificates auto-renew?	Yes - the kubelet supports automatic client cert rotation (it requests a new cert as expiry nears via the CSR API). Control-plane certs from kubeadm do NOT auto-renew; you renew those manually.	cluster-arch
What is a CRD and how do you discover a custom resource's fields?	A <b>CustomResourceDefinition</b> extends the API with new resource types. After it's applied, use <code>kubectl explain &lt;kind&gt;</code> and <code>kubectl api-resources</code> to discover the kind, its apiVersion/group, and whether it's Namespaced or Cluster-scoped.	cluster-arch crd
How do you list all resource types and their API groups?	<code>kubectl api-resources</code> (add <code>--namespaced=true/false</code> to filter scope). <code>kubectl api-versions</code> lists group/versions. Essential when a task uses a CRD or a resource you don't know the short name for.	cluster-arch crd exam-strategy
What is an Operator in Kubernetes?	A controller that watches a CRD and reconciles real-world state to match the spec - encoding operational knowledge (backups, upgrades) as code. CRD defines the API; the operator's controller acts on it.	cluster-arch crd
What are the three liveness/readiness/startup probes for?	<b>liveness</b>: restart the container if it's dead. <b>readiness</b>: remove the pod from Service endpoints until ready (no restart). <b>startup</b>: gate the other probes for slow-starting apps. Confusing readiness with liveness is a classic trap.	workloads troubleshooting
A pod is Running but gets no traffic. What probe-related cause is likely?	A failing <b>readiness</b> probe: the pod stays out of the Service's Endpoints/EndpointSlice, so it receives no traffic even though it's not restarting. Check <code>kubectl describe pod</code> and endpoints.	troubleshooting networking
What is the difference between resource requests and limits?	<b>requests</b>: what the scheduler reserves (used for placement). <b>limits</b>: the hard ceiling the kubelet enforces (CPU throttled, memory over-limit = OOMKilled). Pending pods often mean requests exceed allocatable.	workloads scheduling
What causes an OOMKilled container and where do you see it?	The container exceeded its <b>memory limit</b>. <code>kubectl describe pod</code> shows <code>Reason: OOMKilled</code> and the last state/exit code (137). Fix by raising the limit or reducing usage.	troubleshooting workloads
What is a PodDisruptionBudget and why does it matter during a drain?	A PDB (<code>minAvailable</code>/<code>maxUnavailable</code>) limits how many pods of an app can be voluntarily disrupted at once. <code>kubectl drain</code> respects it and can block/stall if evicting would violate the budget.	workloads scheduling cluster-arch
How do you use kubectl debug to troubleshoot a running pod?	<code>kubectl debug -it &lt;pod&gt; --image=busybox --target=&lt;container&gt;</code> attaches an <b>ephemeral container</b> sharing the pod's namespaces - handy for distroless images with no shell. <code>kubectl debug node/&lt;node&gt;</code> gives a host-level debug pod.	troubleshooting
How do you debug a node itself with kubectl debug?	<code>kubectl debug node/&lt;node&gt; -it --image=busybox</code> creates a pod on that node with the host filesystem mounted at <code>/host</code> and host namespaces - lets you inspect the node without SSH.	troubleshooting cluster-arch
What does a mirror pod represent?	The kubelet creates a read-only <b>mirror pod</b> in the API server for each static pod so you can see it with <code>kubectl get pods</code>. You can't edit it via the API - you edit the manifest in /etc/kubernetes/manifests instead.	cluster-arch troubleshooting
How do you find which node and why a pod failed to schedule, fast?	<code>kubectl get pod -o wide</code> (node/IP) and <code>kubectl describe pod</code> -> Events. For cluster-wide signal: <code>kubectl get events --sort-by=.lastTimestamp</code> or <code>kubectl events --for pod/&lt;name&gt;</code>.	troubleshooting scheduling
How do you mount a ConfigMap or Secret as files in a pod?	As a volume: define a <code>configMap</code>/<code>secret</code> volume and a <code>volumeMounts</code> entry. Each key becomes a file. Use <code>subPath</code> to mount a single key without hiding the rest of the target directory.	storage workloads
What does subPath do and what is its gotcha?	<code>subPath</code> mounts a single file/dir from a volume instead of the whole volume, so it doesn't clobber existing files in the mount dir. Gotcha: files mounted via <code>subPath</code> do NOT receive ConfigMap/Secret updates automatically.	storage
What is a headless Service and when do you use it?	A Service with <code>clusterIP: None</code>. No load-balancing VIP; DNS returns the pod IPs directly. Used by StatefulSets so each pod gets a stable DNS name (<code>pod-0.svc...</code>).	networking
How do you write an egress-restricting NetworkPolicy?	Set <code>policyTypes: [Egress]</code> and define <code>egress</code> rules (to <code>ipBlock</code>/<code>namespaceSelector</code>/<code>podSelector</code> + ports). Remember to also allow DNS (UDP/TCP 53 to kube-dns) or name resolution breaks.	networking
Common NetworkPolicy trap: what breaks when you lock down egress?	<b>DNS</b>. A default-deny egress policy blocks lookups to CoreDNS, so apps fail to resolve Service names (connections just hang). Always re-allow port 53 to kube-system:<pre><code>apiVersion: networking.k8s.io/v1<br>kind: NetworkPolicy<br>metadata:<br>  name: allow-dns<br>spec:<br>  podSelector: {}<br>  policyTypes: [Egress]<br>  egress:<br>  - to:<br>    - namespaceSelector:<br>        matchLabels:<br>          kubernetes.io/metadata.name: kube-system<br>    ports:<br>    - protocol: UDP<br>      port: 53<br>    - protocol: TCP<br>      port: 53</code></pre>	networking troubleshooting
What are CNI, CSI, and CRI?	Extension interfaces: <b>CNI</b> (Container Network Interface - pod networking plugins like Calico/Cilium), <b>CSI</b> (Container Storage Interface - storage drivers), <b>CRI</b> (Container Runtime Interface - containerd/CRI-O). Know which layer a failure is in.	cluster-arch troubleshooting
A newly added node stays NotReady with no pod network. Which extension is likely at fault?	The <b>CNI</b> plugin: no CNI installed or its DaemonSet pod isn't running on that node, so the kubelet reports NotReady (network not ready). Check the CNI DaemonSet in kube-system and <code>/etc/cni/net.d</code>.	troubleshooting cluster-arch
How do you cross-namespace copy or generate YAML for an unknown resource?	<pre><code># generate fresh YAML without touching the cluster<br>kubectl get &lt;res&gt; &lt;name&gt; -o yaml --dry-run=client > res.yaml<br><br># OR read an existing resource and strip the status<br>kubectl get &lt;res&gt; &lt;name&gt; -o yaml | grep -vE '^status:|^\s*phase:' | grep -v '^metadata:' | sed '/^metadata:/a\  namespace: new-ns' > res.yaml<br><br># check unknown fields with explain<br>kubectl explain &lt;res&gt;.spec<br>kubectl explain &lt;res&gt;.spec.containers</code></pre>The `--dry-run=client` pattern is safest for editing; it generates the YAML without creating the resource.	exam-strategy
What is the fastest way to filter resources server-side?	<code>--field-selector</code> (e.g. <code>kubectl get pods --field-selector status.phase=Running</code>) and <code>-l</code> label selectors. Faster and cleaner than piping through grep, and less error-prone under time pressure.	exam-strategy troubleshooting
Use Helm or Kustomize to install a cluster component: which kubectl verbs?	Kustomize is built into kubectl: <code>kubectl apply -k &lt;dir&gt;</code> (preview with <code>kubectl kustomize</code>). Helm is separate: <code>helm install</code>/<code>upgrade</code>/<code>template</code>. The Feb-2025 exam explicitly expects both.	helm kustomize cluster-arch
What is the etcdctl gotcha most people miss on restore?	Restore creates a NEW data dir; you must repoint etcd to it. Also set <code>ETCDCTL_API=3</code> and pass <code>--cacert/--cert/--key</code> - forgetting the API version or certs is the top reason the command fails under exam pressure.	cluster-arch troubleshooting
